"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 15 21:55:21 EET 2022","Tue Mar 15 21:55:24 EET 2022","2824","","Homepage","","Homepage","#8 The user can use to contact for DPO regarding any data protection issue dpo@merkurslots.com email","#8 The user can use to contact for DPO regarding any data protection issue dpo@merkurslots.com email",""
"failed","Tue Mar 15 22:13:08 EET 2022","Tue Mar 15 22:13:31 EET 2022","22879","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#7 Player can choose 6 months option for 'Self Exclusion' and this option should be selected.","#7 Player can choose 6 months option for 'Self Exclusion' and this option should be selected.",""
"failed","Tue Mar 15 22:13:20 EET 2022","Tue Mar 15 22:13:31 EET 2022","10528","","Landing Page/Welcome Games page","","Landing Page/Welcome Games page","#9 User can come to the Terms & Conditions page from the Welcome Games page","#9 User can come to the Terms & Conditions page from the Welcome Games page",""
"passed","Tue Mar 15 22:13:18 EET 2022","Tue Mar 15 22:13:47 EET 2022","28866","","My Profile > Contact Details","","My Profile > Contact Details","#04 Player can update their telephone number.","#04 Player can update their telephone number.",""
"passed","Tue Mar 15 21:46:31 EET 2022","Tue Mar 15 21:46:51 EET 2022","20548","","Homepage","","Homepage","#14 Casino amount does not display when total bonus amount is zero and displays correct total balance of £0.00","#14 Casino amount does not display when total bonus amount is zero and displays correct total balance of £0.00",""
"skipped","Tue Mar 15 22:12:32 EET 2022","Tue Mar 15 22:12:32 EET 2022","7","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#4 Player cannot continue with 'Take A Break' if a reason is not selected.","#4 Player cannot continue with 'Take A Break' if a reason is not selected.",""
"failed","Tue Mar 15 22:14:39 EET 2022","Tue Mar 15 22:15:01 EET 2022","22195","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#11 Player can choose 5 years option for 'Self Exclusion' and this option should be selected.","#11 Player can choose 5 years option for 'Self Exclusion' and this option should be selected.",""
"passed","Tue Mar 15 21:45:10 EET 2022","Tue Mar 15 21:45:39 EET 2022","28286","","Deep Link -> Deposit Limits","","Deep Link -> Deposit Limits","#1 Deep link to deposit limits opens when logged in","#1 Deep link to deposit limits opens when logged in",""
"failed","Tue Mar 15 22:08:09 EET 2022","Tue Mar 15 22:08:35 EET 2022","25703","","Promotions functionality testing. Promotions functionality for authenticated user Individual promotions","","Promotions functionality testing. Promotions functionality for authenticated user Individual promotions","#31 User can close deposit bonus modal, remove display bonus modal and return to the launch screen.","#31 User can close deposit bonus modal, remove display bonus modal and return to the launch screen.",""
"passed","Tue Mar 15 22:11:54 EET 2022","Tue Mar 15 22:12:20 EET 2022","26681","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#2 Player can close the 'Self Exclusion' modal.","#2 Player can close the 'Self Exclusion' modal.",""
"failed","Tue Mar 15 22:18:13 EET 2022","Tue Mar 15 22:18:36 EET 2022","23016","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#9 User can successfully set a weekly loss limit if not already set ","#9 User can successfully set a weekly loss limit if not already set ",""
"passed","Tue Mar 15 21:57:36 EET 2022","Tue Mar 15 21:57:55 EET 2022","18774","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#13 Player inputs into the password fields should be masked by default.","#13 Player inputs into the password fields should be masked by default.",""
"failed","Tue Mar 15 22:15:42 EET 2022","Tue Mar 15 22:15:48 EET 2022","5673","","Registration > Step 1","","Registration > Step 1","#07 User can not enter an invaild email address (no @ sign).","#07 User can not enter an invaild email address (no @ sign).",""
"passed","Tue Mar 15 21:45:16 EET 2022","Tue Mar 15 21:45:32 EET 2022","16236","","Log In","","Log In","#15 Player can successfully Log In when entering valid details.","#15 Player can successfully Log In when entering valid details.",""
"passed","Tue Mar 15 22:13:34 EET 2022","Tue Mar 15 22:13:42 EET 2022","7427","","Home => Terms & Conditions","","Home => Terms & Conditions","#25 User can see the Complaints and disputes section on terms and conditions page","#25 User can see the Complaints and disputes section on terms and conditions page",""
"passed","Tue Mar 15 22:11:36 EET 2022","Tue Mar 15 22:11:44 EET 2022","8202","","Home => Terms & Conditions","","Home => Terms & Conditions","#11 User can see the Definitions section on terms and conditions page","#11 User can see the Definitions section on terms and conditions page",""
